t_real	tv	d_tv	p_c_x	p_c_y	p_c_z	Rc_00	Rc_01	Rc_02	Rc_10	Rc_11	Rc_12	Rc_20	Rc_21	Rc_22	p_d_x	p_d_y	p_d_z	Rd_00	Rd_01	Rd_02	Rd_10	Rd_11	Rd_12	Rd_20	Rd_21	Rd_22
0.18	0.179996	0.999481	0.0164427	-0.00541772	0.355173	0.999924	0.0111724	-0.00515493	-0.0112177	0.999898	-0.00884326	0.00505561	0.00890041	0.999948	-0.00801763	-0.00397939	0.341617	0.999926	0.012139	0.00035638	-0.0120585	0.995919	-0.089444	-0.00144069	0.0894331	0.995992
0.182	0.181995	0.999394	0.0159297	-0.00547786	0.355084	0.999923	0.0111612	-0.00544184	-0.0112106	0.999895	-0.00912809	0.00533939	0.0091884	0.999944	-0.00832511	-0.00397939	0.341303	0.999926	0.0121389	0.000350443	-0.0120575	0.995831	-0.0904168	-0.00144654	0.0904059	0.995904
0.184	0.183994	0.999308	0.0154044	-0.00553927	0.354991	0.999921	0.0111532	-0.00573665	-0.011207	0.999893	-0.00943703	0.00563078	0.00950058	0.999939	-0.00862979	-0.00397939	0.340986	0.999926	0.0121388	0.000344511	-0.0120565	0.995742	-0.0913889	-0.0014524	0.091378	0.995815
0.186	0.185992	0.999221	0.0154044	-0.00553927	0.354991	0.999921	0.0111532	-0.00573665	-0.011207	0.999893	-0.00943703	0.00563078	0.00950058	0.999939	-0.00893165	-0.00397939	0.340667	0.999926	0.0121387	0.000338583	-0.0120555	0.995653	-0.0923602	-0.00145824	0.0923493	0.995726
0.188	0.18799	0.999135	0.0148095	-0.00560873	0.354883	0.999919	0.0111482	-0.00606983	-0.0112073	0.999889	-0.00979181	0.00596	0.00985905	0.999934	-0.00923066	-0.00397939	0.340345	0.999926	0.0121386	0.000332659	-0.0120546	0.995562	-0.0933307	-0.00146408	0.0933198	0.995635
0.19	0.189989	0.999049	0.0148095	-0.00560873	0.354883	0.999919	0.0111482	-0.00606983	-0.0112073	0.999889	-0.00979181	0.00596	0.00985905	0.999934	-0.00952681	-0.00397939	0.34002	0.999926	0.0121385	0.00032674	-0.0120536	0.995471	-0.0943004	-0.00146992	0.0942895	0.995544
0.192	0.191987	0.998962	0.0142581	-0.00567304	0.354781	0.999918	0.0111471	-0.00637786	-0.0112113	0.999886	-0.0101198	0.00626433	0.0101904	0.999928	-0.00982007	-0.00397939	0.339693	0.999926	0.0121383	0.000320825	-0.0120526	0.995379	-0.0952693	-0.00147575	0.0952584	0.995451
0.194	0.193984	0.998876	0.0136941	-0.00573877	0.354675	0.999915	0.0111492	-0.00669247	-0.0112188	0.999882	-0.0104524	0.00657514	0.0105266	0.999923	-0.0101104	-0.00397939	0.339363	0.999926	0.0121382	0.000314915	-0.0120516	0.995285	-0.0962374	-0.00148158	0.0962265	0.995358
0.196	0.195982	0.998789	0.0136941	-0.00573877	0.354675	0.999915	0.0111492	-0.00669247	-0.0112188	0.999882	-0.0104524	0.00657514	0.0105266	0.999923	-0.0103978	-0.00397939	0.339031	0.999926	0.0121381	0.00030901	-0.0120506	0.995191	-0.0972046	-0.0014874	0.0971937	0.995264
0.198	0.197979	0.998703	0.0131481	-0.00580237	0.354571	0.999913	0.0111542	-0.00699693	-0.0112291	0.999879	-0.0107711	0.00687594	0.0108488	0.999918	-0.0106823	-0.00397939	0.338696	0.999926	0.0121379	0.000303109	-0.0120496	0.995097	-0.098171	-0.00149322	0.0981601	0.99517
0.2	0.199976	0.998617	0.0125906	-0.00586727	0.354463	0.999911	0.0111619	-0.00730801	-0.0112425	0.999875	-0.0110932	0.00718328	0.0111744	0.999912	-0.0109638	-0.00397939	0.338359	0.999926	0.0121378	0.000297213	-0.0120485	0.995001	-0.0991366	-0.00149903	0.0991257	0.995074
0.202	0.201974	0.99853	0.0125906	-0.00586727	0.354463	0.999911	0.0111619	-0.00730801	-0.0112425	0.999875	-0.0110932	0.00718328	0.0111744	0.999912	-0.0112423	-0.00397939	0.33802	0.999926	0.0121376	0.000291321	-0.0120475	0.994904	-0.100101	-0.00150483	0.10009	0.994977
0.204	0.20397	0.998444	0.0120214	-0.00593349	0.354352	0.999909	0.0111722	-0.00762604	-0.0112589	0.999871	-0.0114185	0.00749749	0.0115033	0.999906	-0.0115177	-0.00397939	0.337678	0.999926	0.0121375	0.000285435	-0.0120465	0.994807	-0.101065	-0.00151063	0.101054	0.99488
0.206	0.205967	0.998358	0.0113427	-0.00601237	0.354218	0.999905	0.0111876	-0.00800627	-0.0112817	0.999867	-0.0118061	0.00787312	0.0118953	0.999898	-0.0117902	-0.00397939	0.337333	0.999926	0.0121373	0.000279553	-0.0120455	0.994709	-0.102028	-0.00151642	0.102017	0.994781
0.208	0.207964	0.998271	0.0113427	-0.00601237	0.354218	0.999905	0.0111876	-0.00800627	-0.0112817	0.999867	-0.0118061	0.00787312	0.0118953	0.999898	-0.0120595	-0.00397939	0.336986	0.999926	0.0121372	0.000273676	-0.0120444	0.994609	-0.10299	-0.00152221	0.102979	0.994682
0.21	0.20996	0.998013	0.0107495	-0.00608098	0.354098	0.999902	0.0112032	-0.00834103	-0.0113044	0.999862	-0.0121785	0.00820344	0.0122716	0.999891	-0.0123258	-0.00397939	0.336638	0.999926	0.012137	0.000267805	-0.0120434	0.994509	-0.103951	-0.00152799	0.103941	0.994582
0.212	0.211955	0.997754	0.0101123	-0.00615441	0.353966	0.999899	0.0112225	-0.00870154	-0.0113317	0.999856	-0.0125998	0.00855889	0.0126971	0.999883	-0.0125889	-0.00397939	0.336286	0.999926	0.0121368	0.00026194	-0.0120423	0.994409	-0.104912	-0.00153377	0.104901	0.994482
0.214	0.21395	0.997495	0.00946353	-0.00622898	0.353829	0.999896	0.011245	-0.00906788	-0.0113627	0.99985	-0.0130348	0.00891994	0.0131364	0.999874	-0.0128488	-0.00397939	0.335933	0.999926	0.0121366	0.000256081	-0.0120413	0.994307	-0.105871	-0.00153953	0.10586	0.99438
0.216	0.215945	0.997237	0.00946353	-0.00622898	0.353829	0.999896	0.011245	-0.00906788	-0.0113627	0.99985	-0.0130348	0.00891994	0.0131364	0.999874	-0.0131056	-0.00397939	0.335577	0.999926	0.0121364	0.000250228	-0.0120402	0.994205	-0.106829	-0.00154529	0.106818	0.994277
0.218	0.217939	0.996979	0.00880307	-0.00630474	0.353687	0.999892	0.0112708	-0.00943994	-0.0113975	0.999844	-0.0134771	0.00928658	0.0135833	0.999865	-0.0133592	-0.00397939	0.33522	0.999926	0.0121362	0.000244381	-0.0120392	0.994101	-0.107785	-0.00155105	0.107775	0.994174
0.22	0.219932	0.996721	0.00813074	-0.00638173	0.35354	0.999888	0.0112997	-0.00981811	-0.0114359	0.999838	-0.0139245	0.00965917	0.0140352	0.999855	-0.0136096	-0.00397939	0.33486	0.999926	0.012136	0.00023854	-0.0120381	0.993997	-0.108741	-0.0015568	0.10873	0.99407
0.222	0.221925	0.996463	0.00813074	-0.00638173	0.35354	0.999888	0.0112997	-0.00981811	-0.0114359	0.999838	-0.0139245	0.00965917	0.0140352	0.999855	-0.0138567	-0.00397939	0.334498	0.999926	0.0121358	0.000232705	-0.0120371	0.993892	-0.109696	-0.00156254	0.109685	0.993965
0.224	0.223917	0.996205	0.00744637	-0.00645997	0.353388	0.999884	0.0113318	-0.0102028	-0.0114779	0.999831	-0.014376	0.0100382	0.0144914	0.999845	-0.0141006	-0.00397939	0.334134	0.999926	0.0121356	0.000226877	-0.012036	0.993787	-0.11065	-0.00156827	0.110639	0.993859
0.226	0.225909	0.995947	0.00674978	-0.00653949	0.353232	0.999879	0.011367	-0.0105946	-0.0115235	0.999824	-0.0148313	0.0104242	0.0149516	0.999834	-0.0143412	-0.00397939	0.333768	0.999926	0.0121354	0.000221054	-0.0120349	0.99368	-0.111602	-0.00157399	0.111591	0.993753
0.228	0.227901	0.99569	0.00674978	-0.00653949	0.353232	0.999879	0.011367	-0.0105946	-0.0115235	0.999824	-0.0148313	0.0104242	0.0149516	0.999834	-0.0145786	-0.00397939	0.3334	0.999926	0.0121352	0.000215239	-0.0120338	0.993573	-0.112554	-0.00157971	0.112543	0.993646
0.23	0.229892	0.995432	0.0060408	-0.00662031	0.353071	0.999875	0.0114051	-0.010994	-0.0115726	0.999816	-0.0152903	0.0108176	0.0154156	0.999823	-0.0148126	-0.00397939	0.33303	0.999926	0.0121349	0.000209429	-0.0120328	0.993465	-0.113504	-0.00158543	0.113493	0.993538
0.232	0.231882	0.995175	0.00531977	-0.00670234	0.352905	0.999869	0.0114461	-0.0114015	-0.0116251	0.999808	-0.0157597	0.0112189	0.0158902	0.999811	-0.0150434	-0.00397939	0.332658	0.999926	0.0121347	0.000203626	-0.0120317	0.993356	-0.114453	-0.00159113	0.114443	0.993429
0.234	0.233872	0.994918	0.00531977	-0.00670234	0.352905	0.999869	0.0114461	-0.0114015	-0.0116251	0.999808	-0.0157597	0.0112189	0.0158902	0.999811	-0.0152708	-0.00397939	0.332284	0.999926	0.0121345	0.000197829	-0.0120306	0.993246	-0.115402	-0.00159683	0.115391	0.993319
0.236	0.235861	0.994661	0.00458927	-0.00678504	0.352733	0.999864	0.0114893	-0.0118194	-0.0116809	0.999799	-0.0162661	0.0116301	0.016402	0.999798	-0.0154949	-0.00397939	0.331908	0.999926	0.0121342	0.000192038	-0.0120295	0.993136	-0.116349	-0.00160252	0.116338	0.993208
0.238	0.23785	0.994404	0.0038497	-0.0068684	0.352555	0.999859	0.0115353	-0.0122437	-0.0117401	0.99979	-0.0167943	0.0120474	0.0169357	0.999784	-0.0157157	-0.00397939	0.331531	0.999926	0.012134	0.000186254	-0.0120284	0.993024	-0.117295	-0.0016082	0.117284	0.993097
0.24	0.239838	0.993976	0.00310086	-0.0069525	0.352371	0.999853	0.0115842	-0.0126722	-0.011803	0.99978	-0.0173327	0.0124686	0.0174797	0.999769	-0.015933	-0.00397939	0.331151	0.999926	0.0121337	0.000180478	-0.0120273	0.992912	-0.118239	-0.00161388	0.118228	0.992985
0.242	0.241825	0.993548	0.00310086	-0.0069525	0.352371	0.999853	0.0115842	-0.0126722	-0.011803	0.99978	-0.0173327	0.0124686	0.0174797	0.999769	-0.0161469	-0.00397939	0.33077	0.999926	0.0121335	0.000174709	-0.0120262	0.9928	-0.119182	-0.00161955	0.119172	0.992872
0.244	0.243811	0.993121	0.00238266	-0.00703291	0.352191	0.999847	0.0116334	-0.0130817	-0.011866	0.99977	-0.0178479	0.012871	0.0180004	0.999755	-0.0163574	-0.00397939	0.330388	0.999926	0.0121332	0.000168947	-0.0120251	0.992686	-0.120124	-0.00162521	0.120114	0.992759
0.246	0.245796	0.992524	0.00161509	-0.00711861	0.351996	0.99984	0.0116883	-0.0135182	-0.011936	0.99976	-0.0183958	0.0133	0.0185543	0.999739	-0.0165644	-0.00397939	0.330003	0.999926	0.0121329	0.000163195	-0.0120239	0.992572	-0.121065	-0.00163086	0.121054	0.992645
0.248	0.24778	0.991927	0.00161509	-0.00711861	0.351996	0.99984	0.0116883	-0.0135182	-0.011936	0.99976	-0.0183958	0.0133	0.0185543	0.999739	-0.016768	-0.00397939	0.329617	0.999926	0.0121327	0.00015745	-0.0120228	0.992457	-0.122004	-0.0016365	0.121993	0.99253
0.25	0.249763	0.991331	0.000837557	-0.00720518	0.351796	0.999834	0.0117461	-0.0139599	-0.0120096	0.999748	-0.0189474	0.0137339	0.0191119	0.999723	-0.016968	-0.00397939	0.32923	0.999926	0.0121324	0.000151715	-0.0120217	0.992341	-0.122942	-0.00164213	0.122931	0.992414
0.252	0.251744	0.990736	4.98456e-05	-0.00729267	0.351591	0.999826	0.0118068	-0.0144074	-0.0120868	0.999737	-0.0195024	0.0141733	0.0196732	0.999706	-0.0171646	-0.00397939	0.328841	0.999926	0.0121321	0.000145988	-0.0120206	0.992225	-0.123878	-0.00164775	0.123867	0.992297
0.254	0.253724	0.990141	-0.000705953	-0.00737642	0.351392	0.99982	0.0118669	-0.0148372	-0.012163	0.999725	-0.0200316	0.0145954	0.0202085	0.999689	-0.0173576	-0.00397939	0.328451	0.999926	0.0121318	0.00014027	-0.0120194	0.992108	-0.124812	-0.00165336	0.124802	0.99218
0.256	0.255704	0.989548	-0.000705953	-0.00737642	0.351392	0.99982	0.0118669	-0.0148372	-0.012163	0.999725	-0.0200316	0.0145954	0.0202085	0.999689	-0.0175471	-0.00397939	0.328059	0.999926	0.0121315	0.000134561	-0.0120183	0.99199	-0.125746	-0.00165897	0.125735	0.992063
0.258	0.257681	0.988955	-0.00151153	-0.00746539	0.351176	0.999812	0.0119324	-0.0153	-0.0122466	0.999713	-0.0206108	0.0150496	0.0207942	0.99967	-0.0177331	-0.00397939	0.327666	0.999926	0.0121312	0.00012886	-0.0120172	0.991871	-0.126677	-0.00166456	0.126666	0.991944
0.26	0.259658	0.988362	-0.00232404	-0.00755483	0.350954	0.999804	0.0120003	-0.0157695	-0.0123336	0.999699	-0.0212083	0.0155102	0.0213987	0.999651	-0.0179155	-0.00397939	0.327271	0.999926	0.0121309	0.000123168	-0.012016	0.991752	-0.127607	-0.00167015	0.127596	0.991825
0.262	0.261634	0.98777	-0.00314376	-0.00764482	0.350726	0.999795	0.012071	-0.0162424	-0.0124241	0.999685	-0.0218146	0.0159739	0.0220119	0.99963	-0.0180944	-0.00397939	0.326875	0.999926	0.0121306	0.000117485	-0.0120149	0.991632	-0.128536	-0.00167572	0.128525	0.991705
0.264	0.263608	0.987179	-0.00314376	-0.00764482	0.350726	0.999795	0.012071	-0.0162424	-0.0124241	0.999685	-0.0218146	0.0159739	0.0220119	0.99963	-0.0182698	-0.00397939	0.326478	0.999926	0.0121303	0.000111811	-0.0120137	0.991511	-0.129463	-0.00168129	0.129452	0.991584
0.266	0.265581	0.986589	-0.00397096	-0.00773542	0.350492	0.999786	0.0121445	-0.0167182	-0.0125181	0.99967	-0.022426	0.0164404	0.0226305	0.999609	-0.0184415	-0.00397939	0.32608	0.999926	0.01213	0.000106145	-0.0120126	0.99139	-0.130389	-0.00168684	0.130378	0.991463
0.268	0.267553	0.986	-0.00480591	-0.00782667	0.350253	0.999777	0.0122209	-0.0171978	-0.0126157	0.999655	-0.0230413	0.0169102	0.0232532	0.999587	-0.0186098	-0.00397939	0.32568	0.999926	0.0121296	0.000100489	-0.0120114	0.991268	-0.131313	-0.00169239	0.131302	0.991341
0.27	0.269524	0.985579	-0.00480591	-0.00782667	0.350253	0.999777	0.0122209	-0.0171978	-0.0126157	0.999655	-0.0230413	0.0169102	0.0232532	0.999587	-0.0187745	-0.00397939	0.325279	0.999926	0.0121293	9.48404e-05	-0.0120103	0.991146	-0.132235	-0.00169793	0.132225	0.991218
0.272	0.271495	0.985159	-0.00564887	-0.00791863	0.350009	0.999768	0.0122999	-0.0176817	-0.0127168	0.999639	-0.0236603	0.0173843	0.0238796	0.999564	-0.0189356	-0.00397939	0.324877	0.999926	0.012129	8.91999e-05	-0.0120091	0.991022	-0.133157	-0.00170346	0.133146	0.991095
0.274	0.273464	0.984739	-0.00645509	-0.00800643	0.349773	0.999759	0.0123773	-0.0181449	-0.0128157	0.999624	-0.0242499	0.0178379	0.0244765	0.999541	-0.0190932	-0.00397939	0.324473	0.999926	0.0121287	8.35674e-05	-0.0120079	0.990898	-0.134077	-0.00170898	0.134066	0.990971
0.276	0.275433	0.984319	-0.00726896	-0.00809493	0.349532	0.999749	0.0124569	-0.0186134	-0.0129177	0.999608	-0.0248426	0.0182966	0.0250768	0.999518	-0.0192472	-0.00397939	0.324069	0.999926	0.0121283	7.79429e-05	-0.0120068	0.990773	-0.134995	-0.00171449	0.134985	0.990846
0.278	0.277401	0.9839	-0.0073144	-0.00809987	0.349518	0.999749	0.0124614	-0.0186396	-0.0129235	0.999607	-0.0248757	0.0183222	0.0251103	0.999517	-0.0193976	-0.00397939	0.323663	0.999926	0.012128	7.23266e-05	-0.0120056	0.990648	-0.135913	-0.00171999	0.135902	0.990721
0.28	0.279368	0.983481	-0.00818249	-0.00819414	0.349258	0.999738	0.0125481	-0.0191407	-0.0130346	0.99959	-0.0255051	0.0188128	0.0257479	0.999491	-0.0195445	-0.00397939	0.323256	0.999926	0.0121276	6.67183e-05	-0.0120044	0.990522	-0.136828	-0.00172549	0.136818	0.990595
0.282	0.281334	0.983062	-0.00901134	-0.00828398	0.349006	0.999728	0.0126315	-0.0196233	-0.0131423	0.999572	-0.026122	0.0192849	0.0263728	0.999466	-0.0196877	-0.00397939	0.322848	0.999926	0.0121273	6.11182e-05	-0.0120032	0.990395	-0.137743	-0.00173097	0.137732	0.990468
0.284	0.283299	0.982644	-0.00901134	-0.00828398	0.349006	0.999728	0.0126315	-0.0196233	-0.0131423	0.999572	-0.026122	0.0192849	0.0263728	0.999466	-0.0198274	-0.00397939	0.322439	0.999926	0.0121269	5.55263e-05	-0.0120021	0.990268	-0.138656	-0.00173645	0.138645	0.990341
0.286	0.285263	0.982226	-0.00988992	-0.00837897	0.348734	0.999716	0.0127212	-0.0201418	-0.0132591	0.999553	-0.0267973	0.0197919	0.0270568	0.999438	-0.0199635	-0.00397939	0.322029	0.999926	0.0121265	4.99425e-05	-0.0120009	0.99014	-0.139568	-0.00174192	0.139557	0.990213
0.288	0.287227	0.981809	-0.0107725	-0.00847419	0.348456	0.999704	0.0128133	-0.0206633	-0.0133792	0.999533	-0.0274835	0.0203015	0.0277518	0.999409	-0.020096	-0.00397939	0.321618	0.999926	0.0121262	4.4367e-05	-0.0119997	0.990011	-0.140478	-0.00174738	0.140467	0.990084
0.29	0.28919	0.981392	-0.0116596	-0.00856971	0.348172	0.999692	0.0129079	-0.0211861	-0.0135027	0.999512	-0.0281752	0.0208121	0.0284526	0.999378	-0.0202249	-0.00397939	0.321206	0.999926	0.0121258	3.87998e-05	-0.0119985	0.989882	-0.141387	-0.00175283	0.141376	0.989954
0.292	0.291152	0.980975	-0.0116596	-0.00856971	0.348172	0.999692	0.0129079	-0.0211861	-0.0135027	0.999512	-0.0281752	0.0208121	0.0284526	0.999378	-0.0203501	-0.00397939	0.320793	0.999926	0.0121254	3.32408e-05	-0.0119973	0.989752	-0.142294	-0.00175827	0.142283	0.989824
0.294	0.293113	0.980559	-0.0125513	-0.0086656	0.347882	0.99968	0.0130051	-0.0217106	-0.0136297	0.99949	-0.0288708	0.0213241	0.0291575	0.999347	-0.0204718	-0.00397939	0.320379	0.999926	0.012125	2.76902e-05	-0.0119961	0.989621	-0.1432	-0.0017637	0.143189	0.989694
0.296	0.295073	0.979976	-0.0134007	-0.00875682	0.347602	0.999668	0.0130995	-0.0222098	-0.013753	0.999469	-0.0295331	0.0218112	0.0298287	0.999317	-0.0205898	-0.00397939	0.319965	0.999926	0.0121246	2.21488e-05	-0.0119949	0.98949	-0.144104	-0.00176913	0.144094	0.989562
0.298	0.297032	0.979395	-0.013448	-0.0087619	0.347586	0.999667	0.0131048	-0.0222377	-0.01376	0.999468	-0.0295699	0.0218383	0.0298661	0.999315	-0.0207041	-0.00397939	0.31955	0.999926	0.0121242	1.66168e-05	-0.0119937	0.989358	-0.145007	-0.00177454	0.144996	0.989431
0.3	0.298989	0.978814	-0.0143501	-0.00885867	0.347285	0.999654	0.0132069	-0.0227681	-0.0138936	0.999445	-0.0302725	0.0223556	0.0305783	0.999282	-0.0208148	-0.00397939	0.319134	0.999927	0.0121238	1.1094e-05	-0.0119925	0.989225	-0.145908	-0.00177994	0.145898	0.989298
0.302	0.300946	0.978233	-0.0152579	-0.00895595	0.346978	0.99964	0.0133114	-0.0233026	-0.0140306	0.999422	-0.0309785	0.0228768	0.0312943	0.999248	-0.0209219	-0.00397939	0.318717	0.999927	0.0121234	5.58069e-06	-0.0119913	0.989092	-0.146808	-0.00178534	0.146797	0.989165
0.304	0.302901	0.977488	-0.0152579	-0.00895595	0.346978	0.99964	0.0133114	-0.0233026	-0.0140306	0.999422	-0.0309785	0.0228768	0.0312943	0.999248	-0.0210253	-0.00397939	0.3183	0.999927	0.012123	7.7648e-08	-0.01199	0.988959	-0.147706	-0.00179072	0.147695	0.989031
0.306	0.304854	0.976744	-0.0161715	-0.00905378	0.346666	0.999626	0.0134183	-0.0238423	-0.014171	0.999397	-0.0316881	0.0234028	0.0320141	0.999213	-0.021125	-0.00397939	0.317882	0.999927	0.0121226	-5.41507e-06	-0.0119888	0.988824	-0.148602	-0.00179609	0.148591	0.988897
0.308	0.306806	0.976001	-0.0170385	-0.00914641	0.346364	0.999612	0.0135215	-0.024363	-0.0143074	0.999373	-0.0323801	0.0239099	0.0327161	0.999179	-0.021221	-0.00397939	0.317463	0.999927	0.0121222	-1.08974e-05	-0.0119876	0.98869	-0.149497	-0.00180145	0.149486	0.988762
0.31	0.308757	0.97526	-0.0170867	-0.00915155	0.346347	0.999611	0.0135272	-0.0243922	-0.0143151	0.999372	-0.0324192	0.0239383	0.0327558	0.999177	-0.0213134	-0.00397939	0.317044	0.999927	0.0121218	-1.63694e-05	-0.0119864	0.988554	-0.150389	-0.0018068	0.150378	0.988627
0.312	0.310705	0.974355	-0.0180015	-0.00924902	0.346022	0.999596	0.0136378	-0.0249466	-0.0144622	0.999345	-0.0331697	0.0244779	0.033517	0.999138	-0.0214022	-0.00397939	0.316625	0.999927	0.0121214	-2.18301e-05	-0.0119852	0.988418	-0.15128	-0.00181214	0.151269	0.988491
0.314	0.312652	0.973451	-0.0188682	-0.00934116	0.345708	0.999581	0.0137444	-0.0254708	-0.0146043	0.999319	-0.0338883	0.0249877	0.0342461	0.999101	-0.0214872	-0.00397939	0.316206	0.999927	0.0121209	-2.72795e-05	-0.0119839	0.988282	-0.152169	-0.00181747	0.152158	0.988355
0.316	0.314598	0.97255	-0.0188682	-0.00934116	0.345708	0.999581	0.0137444	-0.0254708	-0.0146043	0.999319	-0.0338883	0.0249877	0.0342461	0.999101	-0.0215686	-0.00397939	0.315786	0.999927	0.0121205	-3.27176e-05	-0.0119827	0.988145	-0.153056	-0.00182278	0.153045	0.988218
0.318	0.316541	0.97165	-0.0197833	-0.0094383	0.345371	0.999565	0.0138591	-0.0260221	-0.0147574	0.999291	-0.0346512	0.0255234	0.0350202	0.999061	-0.0216463	-0.00397939	0.315365	0.999927	0.0121201	-3.81443e-05	-0.0119815	0.988007	-0.153941	-0.00182809	0.15393	0.98808
0.32	0.318482	0.970751	-0.0206028	-0.00952515	0.345065	0.999551	0.0139636	-0.0265143	-0.014897	0.999264	-0.0353367	0.0260013	0.0357158	0.999024	-0.0217203	-0.00397939	0.314945	0.999927	0.0121196	-4.35597e-05	-0.0119802	0.987869	-0.154824	-0.00183338	0.154813	0.987942
0.322	0.320422	0.969855	-0.020651	-0.00953026	0.345047	0.99955	0.0139698	-0.0265432	-0.0149052	0.999263	-0.0353771	0.0260294	0.0357568	0.999021	-0.0217907	-0.00397939	0.314524	0.999927	0.0121192	-4.89638e-05	-0.011979	0.987731	-0.155705	-0.00183866	0.155694	0.987804
0.324	0.32236	0.96896	-0.021568	-0.00962733	0.344699	0.999534	0.0140888	-0.0270929	-0.0150643	0.999233	-0.0361462	0.0265629	0.0365375	0.998979	-0.0218574	-0.00397939	0.314103	0.999927	0.0121187	-5.43565e-05	-0.0119778	0.987592	-0.156584	-0.00184392	0.156574	0.987665
0.326	0.324296	0.968066	-0.0224864	-0.00972445	0.344346	0.999517	0.0142098	-0.0276433	-0.0152264	0.999202	-0.0369182	0.0270966	0.0373213	0.998936	-0.0219205	-0.00397939	0.313682	0.999927	0.0121183	-5.97378e-05	-0.0119765	0.987452	-0.157462	-0.00184918	0.157451	0.987525
0.328	0.32623	0.967175	-0.0224864	-0.00972445	0.344346	0.999517	0.0142098	-0.0276433	-0.0152264	0.999202	-0.0369182	0.0270966	0.0373213	0.998936	-0.02198	-0.00397939	0.313261	0.999927	0.0121178	-6.51078e-05	-0.0119753	0.987312	-0.158337	-0.00185442	0.158326	0.987385
0.33	0.328163	0.966285	-0.0233574	-0.00981649	0.344007	0.999501	0.0143262	-0.0281662	-0.0153826	0.999172	-0.0376566	0.0276034	0.0380711	0.998894	-0.0220358	-0.00397939	0.31284	0.999927	0.0121174	-7.04663e-05	-0.011974	0.987172	-0.159211	-0.00185966	0.1592	0.987245
0.332	0.330094	0.965396	-0.0242738	-0.00991333	0.343643	0.999483	0.0144502	-0.0287231	-0.0155502	0.999139	-0.0384521	0.0281427	0.0388788	0.998848	-0.022088	-0.00397939	0.312418	0.999927	0.0121169	-7.58135e-05	-0.0119728	0.987031	-0.160083	-0.00186488	0.160072	0.987104
0.334	0.332023	0.964509	-0.0242738	-0.00991333	0.343643	0.999483	0.0144502	-0.0287231	-0.0155502	0.999139	-0.0384521	0.0281427	0.0388788	0.998848	-0.0221365	-0.00397939	0.311997	0.999927	0.0121165	-8.11492e-05	-0.0119715	0.98689	-0.160952	-0.00187008	0.160941	0.986962
0.336	0.33395	0.963624	-0.0251868	-0.0100098	0.343274	0.999465	0.014576	-0.0292784	-0.0157207	0.999106	-0.039255	0.0286801	0.0396943	0.9988	-0.0221815	-0.00397939	0.311575	0.999927	0.012116	-8.64736e-05	-0.0119703	0.986748	-0.16182	-0.00187528	0.161809	0.98682
0.338	0.335876	0.962741	-0.0261926	-0.0101162	0.34286	0.999445	0.0147176	-0.0298876	-0.0159126	0.999067	-0.0401469	0.0292688	0.0406002	0.998747	-0.0222228	-0.00397939	0.311154	0.999927	0.0121155	-9.17865e-05	-0.011969	0.986605	-0.162686	-0.00188047	0.162675	0.986678
